sign,time
biết_ơn,0.3190150260925293
biếu,0.5633013248443604
biểu_tượng,0.3445322513580322
big,0.6008627414703369
big_capital,0.5504863262176514
big_eat,0.6126265525817871
big_eyes,0.7538118362426758
big_eyes,0.7338662147521973
bike,1.1624152660369873
bird,0.8815407752990723
biscuit,0.07009577751159668
bite,0.638256311416626
black,0.5425548553466797
block,0.4384193420410156
blue,1.09779691696167
bò,1.0121665000915527
bố,0.3401479721069336
bộ_binh,0.7714543342590332
bó_bột,1.8803787231445312
bộ_công_an,0.7602620124816895
bộ_đội,0.8141477108001709
bổ_nhiệm,0.5693902969360352
bổ_sung,0.9224109649658203
bộ_tài_chính,1.452732801437378
bộ_trưởng,0.9748458862304688
bơi_lội,0.5558016300201416
bờm_tóc,1.0186233520507812
bồng,0.7596995830535889
book,0.6339900493621826
books,0.8958709239959717
boring,0.7470133304595947
bớt,0.5905666351318359
boy,0.5733308792114258
boy_big,0.55037522315979
boy_little,0.5539114475250244
brain,0.32187342643737793
brave,0.5535731315612793
break-in,0.5529732704162598
bridge,0.6011142730712891
bright,0.5552506446838379
brighton,0.8325989246368408
bring,0.5498440265655518
bring_here,0.568972110748291
brother,0.9021081924438477
brown,0.06879234313964844
brush,0.9047513008117676
bữa_ăn,0.7646632194519043
bức_tranh,1.9283266067504883
bucket,0.8693127632141113
bug,0.7549755573272705
buggy,0.5527677536010742
bụi,0.5471277236938477
building,0.7799661159515381
bún,0.5669777393341064
bùn,1.4040884971618652
bụng,0.3220064640045166
buổi_chiều,0.580080509185791
buổi_sáng,0.5571660995483398
buổi_tối,0.553328275680542
buổi_trưa,1.115281105041504
buồm_căng,0.5806124210357666
buồn,0.7225334644317627
buông_vó,0.5717053413391113
but,0.5705084800720215
bưu_điện,0.7538039684295654
buy,0.5713565349578857
c,0.3345913887023926
c_ex,0.31342029571533203
cá,0.9754364490509033
cá_bống,1.1740493774414062
cá_chim,1.1891090869903564
cà_chua,0.9853143692016602
cá_diếc,1.1994669437408447
cá_đối,1.197707176208496
cá_dưa,1.4005141258239746
cá_heo,1.1859264373779297
cá_hồng,1.214787244796753
cá_mồi,1.1897587776184082
cá_mực,1.4002454280853271
cá_ngừ,1.4076039791107178
ca_nô,0.8323535919189453
cá_nục,1.2055253982543945
cà_phê,0.8871722221374512
cá_rô,1.2144231796264648
cà_rốt,1.0805871486663818
cá_sấu,1.191699504852295
ca_sĩ,1.7019023895263672
cá_song,1.5465421676635742
cá_thu,1.3920302391052246
cá_trạch,1.399937391281128
cá_trích,1.4039475917816162
cá_vàng,1.9132676124572754
cá_voi,2.1903622150421143
các_bạn,1.7262945175170898
các_bạn,1.7169334888458252
cafe,0.5787551403045654
cái_bát,0.3237590789794922
cái_càng,0.5534510612487793
cái_chảo,1.515721321105957
cái_chén,0.7771377563476562
cái_cốc,0.3233146667480469
cái_gì_,1.287830114364624
cái_hót_rác,0.5737292766571045
cái_kính,0.3098783493041992
cãi_nhau,1.1048979759216309
cái_nồi,1.1817350387573242
cái_thìa,1.0090560913085938
cái_trống,1.0701489448547363
cái_vòng,1.0993144512176514
cam,0.3117861747741699
cấm,0.34514713287353516
cảm_cúm,0.5705108642578125
cảm_giác,0.7724909782409668
cảm_giác_,0.5628848075866699
cam_kết,0.31903862953186035
cảm_ơn,0.5640690326690674
cấm_trại,0.5656437873840332
camel,1.0564570426940918
camera,0.5614776611328125
campaign,0.8839194774627686
cần,0.6003701686859131
can_,0.7576632499694824
cán_bộ,0.7568304538726807
cằn_cỗi,0.7777884006500244
can_đảm,0.749596118927002
can_ex,0.5439319610595703
cancel,0.34396958351135254
canh,1.0942165851593018
cánh_diều,0.5517416000366211
cảnh_sát,0.5578203201293945
cannot,0.8255774974822998
cant_,0.5563123226165771
cao,0.5393533706665039
cao_đẳng,0.7481236457824707
cao_học,0.7601962089538574
cấp_cứu,1.4534964561462402
cặp_sách,0.5377647876739502
cặp_tóc,0.5689294338226318
captain,0.5537798404693604
capture,0.7671163082122803
car,0.7653851509094238
car_fast,0.5508580207824707
careful,0.5607857704162598
carry_ball,0.8423974514007568
carry_drink,1.234534502029419
carry_spoon,1.560495138168335
carry_wand,1.5851373672485352
castle,0.8194081783294678
castle_large,0.8955883979797363
castle_round,0.9453849792480469
cat,0.8869345188140869
cát,1.405097246170044
cất_quần_áo,2.024980306625366
câu_lạc_bộ,0.5948948860168457
cầu_thang,1.2082560062408447
cầu_trượt,0.5670409202575684
cầu_vồng,1.2185273170471191
cầu_vượt,0.997107744216919
cay,0.8426692485809326
cây_kéo,0.8832755088806152
cây_xanh,0.5727028846740723
centre,0.9075675010681152
chải_tóc,1.1915998458862305
chậm,0.31632113456726074
chăm_chỉ,1.622776985168457
chân,0.5683047771453857
chăn,0.5406465530395508
change,0.5909905433654785
change_back,0.8798480033874512
change_mind,0.5528507232666016
changes,0.6817412376403809
chào_bạn_bè,0.7846510410308838
chào_cờ,1.1945724487304688
chào_đón,0.7610154151916504
chào_mừng,0.8900585174560547
chào_người_lớn,1.2004010677337646
chập_chững,0.9115712642669678
character,0.8763630390167236
chase,1.0667223930358887
chất_béo,0.5656929016113281
chất_bổ,0.31370973587036133
chất_bột_đường,0.7934956550598145
chất_đạm,0.5449914932250977
chất_lượng,1.1019787788391113
chất_thải,0.5544424057006836
cháu,0.5459003448486328
châu_mỹ,0.320509672164917
cháu_ngoại,0.7623555660247803
cháu_nội,0.7574970722198486
chạy,1.2154998779296875
chảy_máu,0.743131160736084
chè,1.1020278930664062
check,0.5585405826568604
cheo_leo,0.7722017765045166
chết,0.5414485931396484
chị,0.7677817344665527
chị_dâu,0.5825119018554688
chi_tiết,0.9245758056640625
chiếc_chiếu,1.395691156387329
chiến_dịch,1.1717214584350586
chiến_lược,0.7616336345672607
chiêng,0.8664672374725342
chiếu_phim,0.5611236095428467
child,0.5626568794250488
child_ex,0.5616748332977295
children_,0.8186874389648438
children_goes_to,0.6240766048431396
chim_bồ_câu,1.4931557178497314
chim_chích_choè,1.3382434844970703
chim_cú,1.1043288707733154
chim_cút,1.7360458374023438
chim_diều_hâu,1.4999818801879883
chim_quạ,1.5221843719482422
chim_rừng,1.2091951370239258
chim_sâu,2.22460675239563
chim_sẻ,1.3115251064300537
chim_sơn_ca,1.4923322200775146
chính_mình,1.168532133102417
chính_sách,0.5911238193511963
chính_tả,1.002795696258545
chips,0.614452600479126
chips_eating,0.8735613822937012
cho,0.5551173686981201
chờ,0.32018566131591797
chợ,0.9439125061035156
chó_sủa,0.8956902027130127
chocolate,0.737736701965332
chổi,1.1051921844482422
chói_chang,0.925722599029541
chơi_game,0.8983139991760254
chọn,0.7397537231445312
chông,0.5708413124084473
chồng,0.5700089931488037
chống_hạn,0.5488448143005371
choose,0.5743899345397949
chop,0.5693659782409668
chớp,1.1988210678100586
christmas,0.8296282291412354
chú,0.563575267791748
chủ_nhật,1.210144281387329
chú_rẻ,0.8110671043395996
chủ_tịch,1.0814449787139893
chú_ý,0.9952147006988525
chua,0.314316987991333
chưa,0.3335998058319092
chữa_bài,1.1468355655670166
chữa_bệnh,0.9968078136444092
chúc_mừng,1.1671311855316162
chức_năng,0.8821182250976562
chúng_nó,0.8293843269348145
chúng_tôi,0.8497674465179443
chương_trình,1.3283658027648926
chuyên_cần,0.7508909702301025
chuyển_đổi,0.8351292610168457
chuyên_gia,1.0913209915161133
city,0.5390851497650146
clap,1.2093610763549805
clear,0.764916181564331
click,0.5826513767242432
clock,0.7578885555267334
clog,0.5909781455993652
clown,0.560011625289917
có,0.5600371360778809
cô,0.5563778877258301
cố,0.3307490348815918
cổ,0.5696473121643066
cơ_bắp,0.33650732040405273
cô_dâu,0.7323782444000244
có_được,0.553412675857544
cố_gắng,1.4403352737426758
co_giãn,0.5627117156982422
cô_giáo,0.756373405456543
co_lại,0.9276556968688965
có_thể,0.7531483173370361
cởi,0.7488377094268799
coin,0.5791735649108887
cold,0.8855807781219482
colour,1.0752918720245361
cơm,0.9668111801147461
come,0.6166439056396484
come_on,0.8772711753845215
come_over,0.5423214435577393
come_to_you,0.5605714321136475
communication,1.200209617614746
compa,0.5761473178863525
company,0.7957746982574463
computer,0.7429490089416504
computer_game_old,0.9109976291656494
con,0.5498001575469971
còn,0.5558271408081055
con_bê,0.9921422004699707
con_bò,0.5686509609222412
con_bướm,0.8832027912139893
con_chim,1.9022645950317383
con_chó,0.8980908393859863
con_chuột,0.8907794952392578
con_cọp,0.38414573669433594
con_cua,0.7538766860961914
con_dê,0.5433328151702881
con_đẻ,0.8631505966186523
con_đường,0.7442295551300049
con_ếch,0.8176751136779785
con_gà,1.157846450805664
con_gấu,1.1806182861328125
con_hổ,0.8483004570007324
con_hươu,0.973289966583252
con_khỉ,0.8227653503417969
con_lừa,0.7764256000518799
con_lươn,0.999946117401123
con_mèo,0.8711369037628174
con_nai,0.5446774959564209
con_ngựa,1.3584628105163574
con_nuôi,1.2016708850860596
con_ốc,0.7597057819366455
con_rắn,1.2069473266601562
con_rùa,0.5508441925048828
con_sóc,1.00705885887146
con_sư_tử,1.4800212383270264
con_thỏ,0.7479617595672607
con_trâu,0.8156509399414062
côn_trùng,0.9237074851989746
con_vịt,0.885570764541626
con_voi,1.1310904026031494
công_an,0.5571849346160889
công_cụ,0.5632953643798828
công_dụng,0.6195943355560303
công_nhân,1.5988070964813232
công_tác,0.8822784423828125
cổng_trường,1.1875066757202148
công_việc_,0.8922379016876221
công_viên,1.1248066425323486
congratulations,1.1690685749053955
contact,0.7614283561706543
contact_me,0.5954849720001221
contactpoint_hand,0.5830986499786377
corner,0.9379520416259766
cost,0.5729758739471436
cột_cờ,1.386042833328247
council,0.8709979057312012
cow,0.5780003070831299
crab,0.9009394645690918
crash,0.5618250370025635
create,0.805915355682373
crown,0.5465314388275146
cry,0.8848788738250732
cũ,0.5579831600189209
củ,0.5447227954864502
củ_mài,0.5414021015167236
cửa,0.8619635105133057
của_các_bạn,0.8284814357757568
của_chúng_tôi,0.8199973106384277
của_nó,0.8459289073944092
cửa_ra_vào,1.2522342205047607
cửa_sổ,0.9931435585021973
của_tôi,0.5372703075408936
cục_pin,0.3226892948150635
cục_tẩy,0.9754436016082764
cụm_dân_phố,0.33689093589782715
cưng,0.5469357967376709
cung_cấp,0.9741590023040771
cung_cấp_,0.76827073097229
cứng_đầu,0.5356738567352295
cùng_nhau,0.556671142578125
cuộc_hẹn,0.5690882205963135
cười,0.8849692344665527
cuối_cùng,0.5483717918395996
cupboard,0.6079413890838623
cupboards,0.6139788627624512
cứu_nước,2.2623870372772217
c-x,0.5337605476379395
c-x2,0.5775623321533203
d,0.3499748706817627
đ,0.3371701240539551
d_gd,0.33322906494140625
đá,1.2053701877593994
đá_cầu,0.9348883628845215
dạ_dày,1.2684555053710938
đắc,0.8573949337005615
dad,0.9314498901367188
đại_biểu,1.0870189666748047
đài_catset,1.281031608581543
đại_diện,0.5746068954467773
đại_học,0.7752029895782471
đại_học,0.8196821212768555
đại_lộ,0.7557787895202637
đại_sứ_quán,1.094930648803711
đài_truyền_hình_việt_nam,1.6266741752624512
đầm_ấm,0.7967667579650879
đám_cưới,0.7562813758850098
đàn_bầu,0.91910719871521
dân_cày,1.3166794776916504
đàn_ghi_ta,0.7457942962646484
đàn_măng_đô_lin,0.7702009677886963
đàn_óc_gan,1.1361119747161865
dân_tộc,1.2813284397125244
dân_tộc,1.2960972785949707
dân_tộc_khơ_me,1.2290236949920654
dân_tộc_kinh,1.03515625
dân_tộc_mường,1.0184862613677979
dân_tộc_nùng,1.0187830924987793
dân_tộc_tày,1.0247657299041748
dân_tộc_thái,1.2122576236724854
đàn_tranh,1.3072004318237305
đàn_vi_ô_lông,0.7490291595458984
đăng,0.5481998920440674
đảng,0.3047332763671875
dành_cho,0.7682557106018066
danh_dự,0.32352209091186523
đánh_giá,0.5490472316741943
đánh_răng,1.1965811252593994
danh_sách,1.2867155075073242
đánh_trống,0.877124547958374
đạo_đức,0.6071333885192871
đất,0.7824211120605469
date,0.9000225067138672
đau,1.2069361209869385
đầu,0.33098840713500977
đậu,0.3450191020965576
dầu_ăn,1.1774530410766602
đầu_đĩa,1.3720424175262451
đầu_gối,0.7884526252746582
dấu_hiệu,0.5604732036590576
đầu_tư,0.8380155563354492
dây_buộc_tóc,2.4214160442352295
dây_chuyền,0.9812142848968506
dạy_dỗ,0.5766782760620117
đề_nghị,0.9250574111938477
deaf,0.32038378715515137
deer,0.6126112937927246
delicious,0.5551624298095703
đệm,0.8882577419281006
đen,0.564140796661377
đèn,0.7679152488708496
đến,0.5563385486602783
đền,0.556607723236084
đèn_điện,0.8925378322601318
đèn_đỏ,0.9898629188537598
đến_nơi_đến_chốn,0.8978424072265625
đèn_vàng,1.5007193088531494
đèn_xanh,1.2802340984344482
dép,0.3263382911682129
đẹp,0.5552644729614258
dép_quai_hậu,1.4246666431427002
dept,0.5916461944580078
design,1.4295692443847656
designer,1.0823683738708496
desk,0.5609965324401855
detail,0.896329402923584
develop,0.8130075931549072
dì,0.5629115104675293
đi,1.1806282997131348
di_chuyển,0.9048402309417725
đi_qua,0.5924770832061768
đĩa,0.8282723426818848
địa_cầu,0.7623167037963867
điếc,0.5561628341674805
điểm_tiếp_xúc,0.7906887531280518
điện,0.5781142711639404
điện_thoại,0.3425135612487793
diện_tích,1.1944968700408936
điền_vào,1.0653481483459473
diễn_viên,0.7626602649688721
điều_hoà,0.7697446346282959
điều_khiển,0.8919062614440918
differences,0.9030485153198242
differences_nb,1.1536049842834473
different,0.5583655834197998
different_down,0.7668542861938477
different_ex,0.5638856887817383
different2,0.7876970767974854
differentnew,0.6220192909240723
difficult,0.9033429622650146
đình,1.0076894760131836
disagree,0.7689580917358398
discuss,0.8963286876678467
discuss_sit_+_meet_,0.5615317821502686
đó,0.5296649932861328
đỏ,0.5481688976287842
đồ_chơi,2.1007161140441895
do_not,0.6232964992523193
do_not,0.5955054759979248
do_not_have,0.5678291320800781
do_not_have,0.5725996494293213
do_not_know,0.5597150325775146
do_not_like,0.553257942199707
do_not_like,0.5514969825744629
đỏ_rực,0.7807221412658691
đoàn_kết,1.5697548389434814
đoàn_kết,1.5510807037353516
đoàn_thuyền,0.9797499179840088
đoàn_viên,1.0124237537384033
đọc,0.31725287437438965
độc_ác,0.5845921039581299
độc_lập,0.5368630886077881
độc_thân,0.34671688079833984
dog,0.8647482395172119
dog_small,0.5628833770751953
dogwalk,0.06682634353637695
đồi,1.1961891651153564
đội_kèn,1.6518394947052002
đội_sao_đỏ,1.0045418739318848
dối_trá,0.5660648345947266
đội_trống,1.8673465251922607
đội_viên,0.08399748802185059
dọn_dẹp,0.9095494747161865
đơn_giản,0.7647945880889893
đơn_thuôc,1.8151538372039795
đóng,0.5808660984039307
đông,0.7414987087249756
đồng_bằng,1.4057724475860596
đồng_cỏ,1.535524845123291
đồng_hồ,0.33118605613708496
đồng_hồ_đeo_tay,0.5549561977386475
đồng_hồ_treo_tường,1.1868722438812256
động_tác,0.5636329650878906
động_vật,0.8742845058441162
đồng_ý,0.5924046039581299
donkey,0.8776695728302002
dont_like,0.6024291515350342
door,0.5720875263214111
down,0.5701963901519775
dragon,0.7926042079925537
dragon_big,2.1426663398742676
dragon_sparkling,1.9548718929290771
dress,0.587181806564331
drink,0.5471014976501465
drink_hot,0.5664567947387695
drink_throw,0.8134641647338867
drinking,1.551802158355713
drop,0.5877208709716797
drop_,0.5505988597869873
dữ,0.33046913146972656
đủ,0.5546133518218994
dự_án,0.8762364387512207
dự_báo,0.5417909622192383
du_lịch,0.7599618434906006
đu_quay,1.3571782112121582
đũa,0.8918232917785645
đùm_bọc,0.5666639804840088
dùng,0.569394588470459
dừng,0.5261378288269043
đứng,0.321932315826416
đúng_giờ,0.5324454307556152
đứng_yên,0.7610325813293457
được,0.5592284202575684
được_phép,0.5786483287811279
dưới,0.7462663650512695
đường,0.7794220447540283
đường_làng,2.2521860599517822
đường_phố,0.8845057487487793
đứt_tay,1.3893499374389648
duyên_dáng,0.8276047706604004
e,0.33208703994750977
ê,0.563051700592041
e_clare,0.33922362327575684
e_ex,0.3205990791320801
earphones,0.6215217113494873
ears_,0.31800270080566406
earth,0.5849950313568115
earth_round,0.6586463451385498
easy,0.9653663635253906
eat,0.8881843090057373
educate,0.9059829711914062
education,0.9298572540283203
effective,0.5542588233947754
eight,0.558784008026123
eight_hundred,0.5616414546966553
eight_o_clock,0.8815605640411377
eighteen,0.8274495601654053
eke,0.9872090816497803
electricity,1.0855162143707275
elephant,0.8168771266937256
eleven,0.7793958187103271
eleven_o_clock,0.880439281463623
em,0.6028575897216797
em_dâu,0.5570199489593506
em_gái,0.5496349334716797
em_rể,0.6467149257659912
em_út,0.7492806911468506
email,0.5677230358123779
employ,0.7522275447845459
employment,0.8906643390655518
end,0.6053853034973145
english,0.8634099960327148
enjoy,0.9436860084533691
enquiry,1.1747848987579346
enter_me,0.6005175113677979
enter_me,0.6101946830749512
envelope_in,0.562281608581543
ép,0.6321737766265869
equipment,0.954378604888916
escape,0.555100679397583
event,0.5719242095947266
every_year,1.1616575717926025
everyday,0.5620203018188477
everything,0.5697569847106934
example,0.5798251628875732
exchange,0.6021254062652588
expect,0.8613731861114502
expensive,0.8206312656402588
experience,0.8119626045227051
explain,1.080810546875
explain_me,0.9052255153656006
f,0.3272550106048584
f_ex,0.5792837142944336
facial,1.189770221710205
family,1.1583828926086426
famous,0.5485684871673584
fangs,0.5637280941009521
fashion,0.8670012950897217
favourite,0.861994743347168
february,0.7388520240783691
feedback,0.8933215141296387
feel,0.5873446464538574
feel_all_fingers,0.547304630279541
feelcorrect,0.560971736907959
fifteen,1.2870640754699707
files,0.7428445816040039
fill,1.0974400043487549
fill_in,1.0867550373077393
find,0.7831399440765381
finger_point,0.5309066772460938
finger_point,0.924675703048706
fingerspell,1.0128848552703857
finish,0.8141961097717285
finish2,0.5382766723632812
fire,1.273895502090454
fire_breathing,0.5660073757171631
first,0.5410366058349609
fish,0.8383846282958984
five,0.5373685359954834
five_hundred,0.5765185356140137
five_o_clock,0.9017951488494873
fizzy,1.2007997035980225
flip_pages,0.9556877613067627
floor,0.5333254337310791
flower,0.568509578704834
flury,1.0680885314941406
fly,0.8699502944946289
food,0.8881893157958984
football,0.8451569080352783
forever,1.5500130653381348
forgive,0.7682709693908691
form,1.4650535583496094
form_point_down,0.8925309181213379
found,0.5886924266815186
four,0.5716061592102051
four_hundred,0.5686986446380615
four_o_clock,0.8885269165039062
fourteen,1.2690141201019287
free,0.5700204372406006
friday,0.7480897903442383
friend,0.8870978355407715
friends,0.7682878971099854
frog,0.8710999488830566
from,0.6017811298370361
front,0.9174866676330566
frosty,0.5652792453765869
frozen,0.5549178123474121
full,0.9815952777862549
funny,0.8767881393432617
fur,0.8881936073303223
future,0.5803859233856201
g,0.33019399642944336
g_ex,0.5789215564727783
gà_công_nghiệp,0.06931805610656738
gà_gáy,0.5323624610900879
gà_mái,1.5584394931793213
gà_trống,0.07085013389587402
gặm_cỏ,0.923743486404419
game,0.9457974433898926
gan,0.5572998523712158
gần,0.5524308681488037
gắn_bó,0.5933787822723389
gan_dạ,0.9752969741821289
găng_tay,0.9933328628540039
gặp,0.5856516361236572
gặp_gỡ,0.7511134147644043
gấp_quần_áo,2.041868209838867
gầy,0.576129674911499
gãy_tay,0.7558026313781738
get,0.5351240634918213
get_up,0.6066067218780518
ghế,0.5653035640716553
ghé_sô_pha,1.3009717464447021
ghế_sopha,1.2953383922576904
ghen_tuông,0.5610463619232178
ghét,0.45542073249816895
gia_đình,0.7613086700439453
giá_sách,1.4319634437561035
giả_vờ,0.7671394348144531
giải_bày,0.5364489555358887
giải_thích,0.8913266658782959
giải_trí,0.5750181674957275
giảm,0.5640952587127686
giáo_dục,0.5586910247802734
giáo_dục,0.5472407341003418
giao_tiếp,1.19862961769104
giặt,0.8870341777801514
giây,0.5862770080566406
giầy,1.209874153137207
giày_nam,0.9035348892211914
giày_nữ,0.9332668781280518
giầy_thể_thao,1.6944005489349365
gieo_mạ,0.7413163185119629
gió,1.087454080581665
giỏ,0.34493255615234375
giờ,0.7738373279571533
giờ_ngoại_khoá,0.7645227909088135
giờ_ra_chơi,1.309079885482788
giới_thiệu,0.5531005859375
giống_nhau,0.5691404342651367
girl,0.902069091796875
giườmh,0.7660272121429443
giường,0.9933457374572754
giương_buồm,0.5555946826934814
giúp_bạn,0.5575816631317139
giúp_đỡ,0.6055276393890381
giúp_tôi,0.5494029521942139
give_form,0.6279237270355225
give_me,0.5677974224090576
glasses,0.5769565105438232
glittering,2.8728766441345215
go,0.5714843273162842
gỗ,0.5547211170196533
go_away,0.626183271408081
go_past,0.561692476272583
go_to_left,0.573528528213501
go_with_you,0.541419506072998
gối,1.085479497909546
gội_đầu,1.1891844272613525
gọi_điện_thoại,0.3566124439239502
going_to,0.8410108089447021
gold,0.7904291152954102
good,0.8845512866973877
gọt_bút_chì,1.0804214477539062
grandma,0.5767850875854492
great,0.5410857200622559
green,0.5686688423156738
gửi,0.5778815746307373
gửi_thư,0.7681441307067871
h,0.3313283920288086
hai_là,0.33908843994140625
hải_quân,0.9832668304443359
half_hour,0.5614275932312012
half_past,0.5693087577819824
hàn_đới,0.3137650489807129
hand,0.5327556133270264
hàng_dọc,0.7599592208862305
hàng_ngang,0.5714292526245117
hàng_rào,0.7536923885345459
hành_khách,1.8988502025604248
hạnh_kiểm,1.6260120868682861
hành_tinh,0.7337932586669922
